               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.054844,            0.042779,           0.0077834,             0.64569,             0.38803,             0.38912,             0.17498,             0.05284,             0.02932,           0.0097565,             0.00472,             0.00472,             0.00472
                 162,            0.056058,            0.043257,           0.0093327,             0.31346,             0.36542,             0.27672,             0.11863,            0.058188,            0.033446,            0.012183,            0.004687,            0.004687,            0.004687
                 163,            0.051666,            0.047132,           0.0073956,             0.51676,             0.41422,             0.40443,             0.18725,            0.051688,            0.028862,            0.011618,            0.004654,            0.004654,            0.004654
                 164,            0.054985,            0.050655,            0.010353,             0.47369,              0.4412,             0.38962,              0.1562,            0.056967,            0.029552,            0.011932,            0.004621,            0.004621,            0.004621
                 165,            0.053782,            0.043778,           0.0086146,             0.57683,             0.34542,             0.41686,             0.19353,            0.050691,            0.029043,            0.010388,            0.004588,            0.004588,            0.004588
                 166,            0.052162,            0.043891,           0.0086003,             0.47739,             0.48103,              0.4294,             0.20982,            0.049776,            0.028463,           0.0099655,            0.004555,            0.004555,            0.004555
                 167,            0.052624,            0.047202,           0.0087197,             0.53278,              0.4419,             0.43714,             0.21059,            0.049048,            0.027199,            0.010818,            0.004522,            0.004522,            0.004522
                 168,            0.049951,            0.042453,           0.0071685,               0.506,             0.47324,             0.44434,              0.2063,            0.049897,             0.02687,            0.010883,            0.004489,            0.004489,            0.004489
                 169,            0.054066,            0.044666,           0.0087168,             0.53819,             0.42324,             0.44064,             0.20108,            0.050157,            0.026065,              0.0108,            0.004456,            0.004456,            0.004456
                 170,            0.052059,            0.045987,           0.0088035,             0.42758,             0.42359,             0.42377,              0.2047,            0.051665,            0.026509,           0.0098923,            0.004423,            0.004423,            0.004423
                 171,            0.050788,            0.045332,           0.0088502,             0.48033,             0.43176,             0.41707,             0.18487,            0.055304,            0.026593,           0.0092499,             0.00439,             0.00439,             0.00439
                 172,            0.053058,            0.044605,           0.0075884,             0.54965,             0.47394,             0.47711,             0.23553,            0.050497,            0.026252,           0.0091049,            0.004357,            0.004357,            0.004357
                 173,            0.051784,            0.047043,           0.0077492,             0.59365,             0.45915,             0.49453,             0.23406,            0.049303,            0.026374,           0.0095642,            0.004324,            0.004324,            0.004324
                 174,            0.049463,            0.039468,           0.0072358,             0.60269,             0.49824,             0.50923,             0.23758,            0.047811,            0.025852,           0.0087936,            0.004291,            0.004291,            0.004291
                 175,            0.052341,            0.053134,           0.0087214,             0.48424,             0.50563,             0.50679,             0.25088,            0.048481,             0.02756,           0.0084854,            0.004258,            0.004258,            0.004258
                 176,            0.052042,            0.046315,           0.0080421,             0.54374,             0.47711,             0.49809,             0.20433,            0.053945,            0.027296,            0.008316,            0.004225,            0.004225,            0.004225
                 177,            0.049525,            0.042548,           0.0061234,             0.53375,             0.48099,             0.50794,             0.23478,            0.048968,             0.02707,           0.0082275,            0.004192,            0.004192,            0.004192
                 178,            0.052214,             0.04476,           0.0075113,             0.52162,             0.49915,             0.51156,             0.21832,            0.052563,             0.02765,            0.007431,            0.004159,            0.004159,            0.004159
                 179,            0.050481,            0.045569,           0.0072439,             0.63527,             0.48415,              0.5358,             0.23566,            0.051949,            0.028269,           0.0070969,            0.004126,            0.004126,            0.004126
                 180,            0.050801,            0.038887,           0.0078833,             0.60754,             0.51536,             0.57248,             0.26645,             0.04731,            0.026967,            0.006987,            0.004093,            0.004093,            0.004093
                 181,            0.054299,            0.047064,           0.0075185,             0.56113,             0.47359,             0.52214,             0.22632,            0.052269,            0.026877,           0.0069077,             0.00406,             0.00406,             0.00406
                 182,            0.050606,            0.046439,           0.0074708,             0.63379,             0.50951,             0.54231,             0.26265,            0.048833,             0.02738,           0.0073441,            0.004027,            0.004027,            0.004027
                 183,            0.047571,            0.041013,           0.0066207,             0.62004,             0.53135,             0.57262,             0.26026,            0.047598,             0.02561,           0.0083054,            0.003994,            0.003994,            0.003994
                 184,            0.050903,            0.045077,           0.0067062,             0.69174,             0.46327,             0.53789,             0.24836,            0.049185,            0.025852,           0.0085251,            0.003961,            0.003961,            0.003961
                 185,            0.050255,             0.04336,           0.0074661,             0.60309,             0.59698,             0.56433,             0.25303,            0.048376,            0.026019,           0.0081177,            0.003928,            0.003928,            0.003928
                 186,            0.049593,            0.044752,           0.0078797,             0.60866,             0.50952,             0.55335,             0.24116,            0.050087,            0.027206,           0.0088181,            0.003895,            0.003895,            0.003895
                 187,            0.049272,            0.042458,            0.006394,             0.57075,             0.50135,             0.50914,             0.23401,            0.049149,            0.026974,           0.0084869,            0.003862,            0.003862,            0.003862
                 188,            0.049035,            0.043005,           0.0071909,             0.57146,              0.4993,             0.51094,             0.20973,            0.050761,            0.027109,           0.0094437,            0.003829,            0.003829,            0.003829
                 189,            0.051147,            0.041561,           0.0072735,             0.60411,             0.50282,             0.55214,             0.24148,            0.050318,            0.026683,           0.0082657,            0.003796,            0.003796,            0.003796
                 190,            0.050293,            0.042739,           0.0070255,             0.74056,             0.51874,              0.6106,             0.28021,            0.047957,            0.025942,           0.0064209,            0.003763,            0.003763,            0.003763
                 191,            0.052346,             0.04805,           0.0074634,             0.65264,             0.51256,             0.60357,             0.27751,             0.04876,            0.027173,           0.0068832,             0.00373,             0.00373,             0.00373
                 192,            0.048991,            0.040855,           0.0063988,             0.64911,             0.52711,             0.57912,             0.25277,            0.051056,            0.026606,           0.0071167,            0.003697,            0.003697,            0.003697
                 193,            0.049638,            0.044727,           0.0067729,             0.55951,             0.52711,             0.55576,             0.25653,             0.04923,            0.028469,           0.0068497,            0.003664,            0.003664,            0.003664
                 194,            0.047673,            0.038184,           0.0065074,             0.62278,             0.52007,             0.52811,             0.25321,            0.047775,            0.025794,           0.0081223,            0.003631,            0.003631,            0.003631
                 195,            0.049656,            0.045616,           0.0064387,             0.60771,             0.56268,             0.57799,              0.2603,            0.048129,            0.027238,           0.0062759,            0.003598,            0.003598,            0.003598
                 196,            0.048552,            0.039855,           0.0076209,             0.55724,             0.52779,             0.55563,              0.2758,            0.048613,            0.026761,           0.0081497,            0.003565,            0.003565,            0.003565
                 197,            0.051152,            0.046138,           0.0075733,             0.48876,             0.60231,             0.51493,             0.21988,            0.052727,             0.02669,           0.0090088,            0.003532,            0.003532,            0.003532
                 198,            0.050372,            0.041218,           0.0057819,             0.55202,             0.58193,             0.56342,             0.26492,             0.04785,            0.025891,           0.0076752,            0.003499,            0.003499,            0.003499
                 199,            0.047336,            0.041329,           0.0050475,             0.59172,             0.53063,             0.55491,             0.26603,             0.04902,            0.027541,           0.0064484,            0.003466,            0.003466,            0.003466
                 200,            0.046403,            0.041731,           0.0059949,             0.70687,             0.47332,             0.57457,             0.26871,            0.046869,            0.026168,           0.0070953,            0.003433,            0.003433,            0.003433
                 201,            0.049625,            0.047694,           0.0059384,              0.5113,             0.39893,             0.44253,             0.18934,            0.055817,            0.027934,           0.0081009,              0.0034,              0.0034,              0.0034
                 202,            0.050486,            0.047253,           0.0063031,             0.50138,             0.58443,             0.56071,             0.26934,            0.046704,            0.025961,           0.0069504,            0.003367,            0.003367,            0.003367
                 203,             0.04687,            0.039307,           0.0066833,             0.57014,              0.5662,             0.55296,             0.25781,             0.04713,            0.025123,           0.0077988,            0.003334,            0.003334,            0.003334
                 204,            0.049232,            0.046433,           0.0065922,             0.59221,             0.56899,             0.54076,             0.25354,            0.047565,            0.025704,           0.0081421,            0.003301,            0.003301,            0.003301
                 205,            0.046745,            0.040769,           0.0062979,             0.70188,             0.47711,             0.56365,              0.2546,            0.047976,            0.024917,           0.0077164,            0.003268,            0.003268,            0.003268
                 206,            0.050277,            0.038756,           0.0065373,             0.65161,             0.55951,             0.57994,              0.2752,            0.046784,            0.025536,           0.0070282,            0.003235,            0.003235,            0.003235
                 207,             0.04935,            0.044051,           0.0062702,             0.49697,             0.60176,             0.53327,             0.24765,            0.049559,            0.026252,           0.0063889,            0.003202,            0.003202,            0.003202
                 208,            0.047149,            0.041783,           0.0061504,             0.60937,             0.57324,             0.58422,             0.25197,            0.047109,            0.025994,           0.0065475,            0.003169,            0.003169,            0.003169
                 209,            0.047584,            0.049363,           0.0062689,             0.50015,             0.43768,             0.50401,             0.21936,            0.049393,            0.027209,           0.0071548,            0.003136,            0.003136,            0.003136
                 210,            0.048659,            0.046448,           0.0064038,             0.65593,              0.5704,              0.5681,             0.26732,            0.049716,            0.026406,           0.0069168,            0.003103,            0.003103,            0.003103
                 211,            0.050051,            0.041809,           0.0054242,             0.68073,             0.55657,             0.58717,             0.27039,            0.048433,            0.025272,           0.0067856,             0.00307,             0.00307,             0.00307
                 212,            0.047636,            0.036754,           0.0063722,             0.65887,             0.64866,             0.64321,             0.28758,            0.046461,            0.025294,           0.0062164,            0.003037,            0.003037,            0.003037
                 213,            0.046983,             0.04188,           0.0060036,             0.68504,             0.50528,             0.57292,             0.26371,            0.047474,            0.026858,           0.0080704,            0.003004,            0.003004,            0.003004
                 214,            0.048382,            0.042563,            0.006648,             0.66055,             0.60193,             0.61043,             0.28433,            0.046097,            0.025649,           0.0073044,            0.002971,            0.002971,            0.002971
                 215,            0.047396,            0.038819,           0.0062243,             0.62395,             0.55528,             0.58322,             0.27402,            0.046016,            0.025971,           0.0072906,            0.002938,            0.002938,            0.002938
                 216,            0.050391,            0.042842,           0.0074558,             0.60228,             0.54224,             0.57354,             0.26379,            0.047829,            0.028147,           0.0068329,            0.002905,            0.002905,            0.002905
                 217,            0.044212,            0.040245,           0.0054374,             0.57272,             0.57937,             0.59689,             0.28934,            0.046825,            0.026774,           0.0062576,            0.002872,            0.002872,            0.002872
                 218,             0.04612,             0.04574,           0.0063953,             0.69891,             0.47782,             0.58449,             0.29007,            0.047782,            0.026587,           0.0078232,            0.002839,            0.002839,            0.002839
                 219,            0.048772,             0.04423,           0.0061342,             0.73078,             0.49436,             0.60706,             0.26791,            0.050611,            0.027567,           0.0079086,            0.002806,            0.002806,            0.002806
                 220,            0.046377,            0.038577,            0.005883,             0.60969,             0.59261,             0.58319,             0.28498,            0.046531,             0.02631,           0.0066086,            0.002773,            0.002773,            0.002773
                 221,            0.046392,            0.043131,           0.0058128,              0.5273,             0.59085,             0.57201,             0.26359,            0.047319,            0.025123,           0.0073975,             0.00274,             0.00274,             0.00274
                 222,            0.047659,            0.044761,           0.0070873,             0.72309,             0.50915,             0.57879,             0.25062,             0.04981,            0.026497,           0.0066132,            0.002707,            0.002707,            0.002707
                 223,            0.048175,            0.037637,           0.0059831,              0.6087,             0.58155,             0.60546,             0.27931,            0.047461,              0.0259,           0.0067703,            0.002674,            0.002674,            0.002674
                 224,            0.046489,            0.042538,           0.0058565,             0.59204,             0.61443,             0.63573,              0.2961,            0.046645,            0.025684,           0.0059036,            0.002641,            0.002641,            0.002641
                 225,            0.047112,            0.041955,           0.0053951,              0.6248,             0.52812,              0.6095,             0.26785,            0.049044,            0.026613,           0.0060837,            0.002608,            0.002608,            0.002608
                 226,            0.047887,            0.041047,           0.0059897,              0.6044,             0.53768,             0.56697,             0.26179,            0.046941,            0.025974,           0.0076828,            0.002575,            0.002575,            0.002575
                 227,            0.046301,            0.044966,           0.0058699,             0.57048,             0.59824,             0.58871,             0.24851,            0.047662,            0.026355,           0.0058945,            0.002542,            0.002542,            0.002542
                 228,             0.04632,            0.039742,           0.0052804,             0.62858,             0.57641,             0.60742,             0.28145,            0.046339,              0.0258,           0.0057755,            0.002509,            0.002509,            0.002509
                 229,              0.0446,            0.040138,           0.0065197,             0.67519,             0.55832,             0.58353,             0.28079,            0.046626,            0.025439,            0.006601,            0.002476,            0.002476,            0.002476
                 230,            0.044979,            0.040131,           0.0063107,             0.69547,             0.56303,             0.63582,              0.3124,            0.045431,            0.025085,           0.0065247,            0.002443,            0.002443,            0.002443
                 231,            0.044968,            0.042066,           0.0047663,             0.61877,             0.57676,             0.59069,             0.27297,            0.045983,            0.024495,           0.0074295,             0.00241,             0.00241,             0.00241
                 232,            0.046477,            0.043618,           0.0055425,             0.58632,             0.54789,               0.564,             0.25653,             0.04622,            0.025052,           0.0091232,            0.002377,            0.002377,            0.002377
                 233,            0.046644,            0.039466,           0.0060855,             0.65689,              0.5511,             0.58993,             0.27107,            0.045493,            0.025156,            0.006958,            0.002344,            0.002344,            0.002344
                 234,            0.045121,             0.04158,           0.0054924,             0.62428,             0.56303,             0.61164,              0.3091,            0.045915,            0.025388,           0.0085602,            0.002311,            0.002311,            0.002311
                 235,            0.049366,            0.048066,           0.0057402,             0.67506,             0.57447,              0.6149,             0.27969,            0.048181,            0.026187,           0.0063828,            0.002278,            0.002278,            0.002278
                 236,            0.044053,             0.04029,           0.0054734,             0.69178,             0.57359,             0.60542,             0.28605,             0.04632,            0.026074,           0.0063316,            0.002245,            0.002245,            0.002245
                 237,            0.046465,              0.0447,           0.0057609,             0.67243,             0.53768,             0.54942,             0.25226,            0.047549,            0.026938,           0.0076843,            0.002212,            0.002212,            0.002212
                 238,            0.044029,            0.038837,           0.0059347,             0.62376,             0.60915,             0.62781,             0.27487,            0.048299,            0.025913,           0.0058983,            0.002179,            0.002179,            0.002179
                 239,            0.047524,            0.049978,           0.0056833,             0.68598,             0.56371,              0.6282,             0.27534,            0.049207,            0.024988,           0.0065125,            0.002146,            0.002146,            0.002146
                 240,            0.044147,            0.038336,           0.0040128,             0.58482,             0.62016,             0.62705,             0.29738,            0.046453,            0.025001,           0.0071198,            0.002113,            0.002113,            0.002113
                 241,            0.047824,            0.040194,           0.0052352,             0.68736,             0.56548,             0.61356,             0.27854,             0.04982,            0.025646,           0.0073044,             0.00208,             0.00208,             0.00208
                 242,            0.047462,            0.042534,           0.0065017,             0.58433,             0.61232,             0.57611,             0.27667,            0.045804,            0.025704,           0.0077332,            0.002047,            0.002047,            0.002047
                 243,             0.04917,            0.042368,           0.0055363,             0.55631,             0.57289,             0.57667,             0.27477,            0.046076,            0.025626,           0.0073776,            0.002014,            0.002014,            0.002014
                 244,            0.047181,            0.042387,           0.0050272,             0.77383,             0.47359,             0.57016,             0.26072,            0.047153,            0.025791,           0.0060623,            0.001981,            0.001981,            0.001981
                 245,            0.047923,            0.039668,           0.0056248,             0.68277,              0.5662,             0.59361,              0.2746,            0.046052,            0.025497,           0.0059708,            0.001948,            0.001948,            0.001948
                 246,             0.04559,            0.043224,           0.0041658,             0.76658,             0.52259,             0.59842,             0.27943,             0.04646,            0.026252,           0.0058868,            0.001915,            0.001915,            0.001915
                 247,            0.045944,            0.041073,            0.005312,             0.69268,             0.55176,             0.62343,              0.2882,            0.046292,            0.025475,            0.007074,            0.001882,            0.001882,            0.001882
                 248,            0.048169,            0.045994,           0.0051835,             0.75487,              0.5308,             0.61857,             0.30014,            0.045048,            0.025323,           0.0069565,            0.001849,            0.001849,            0.001849
                 249,            0.043986,            0.042866,           0.0051786,              0.7458,              0.5412,             0.63395,             0.30526,            0.044971,            0.025007,            0.006221,            0.001816,            0.001816,            0.001816
                 250,            0.043407,            0.035391,           0.0045169,             0.68864,             0.62676,             0.64391,             0.30512,            0.044924,            0.024633,           0.0063248,            0.001783,            0.001783,            0.001783
                 251,            0.043626,            0.036085,           0.0051052,             0.77591,             0.53803,             0.64663,             0.31846,            0.045265,            0.025117,           0.0060684,             0.00175,             0.00175,             0.00175
                 252,            0.045246,            0.046735,           0.0052003,             0.80432,              0.5231,             0.64248,             0.29349,            0.046746,            0.025529,           0.0058197,            0.001717,            0.001717,            0.001717
                 253,            0.045091,            0.038437,           0.0046806,             0.74673,             0.54859,             0.63033,             0.28852,            0.045418,            0.025159,           0.0059052,            0.001684,            0.001684,            0.001684
                 254,            0.043244,            0.039761,           0.0044916,             0.58791,             0.65528,             0.63847,             0.29463,            0.045516,            0.024766,           0.0062134,            0.001651,            0.001651,            0.001651
                 255,            0.046022,            0.037481,           0.0050619,             0.64299,             0.55915,             0.60805,             0.28588,            0.046135,            0.024952,           0.0071503,            0.001618,            0.001618,            0.001618
                 256,            0.042242,            0.040459,           0.0046792,              0.7839,              0.5406,             0.63936,             0.28782,            0.046985,            0.025291,           0.0064636,            0.001585,            0.001585,            0.001585
                 257,            0.044019,            0.037611,           0.0048045,              0.7737,             0.52746,             0.63909,             0.30539,             0.04628,            0.025823,           0.0067398,            0.001552,            0.001552,            0.001552
                 258,            0.045923,            0.039278,           0.0058792,             0.69791,             0.57359,             0.60372,             0.27593,             0.04805,            0.026506,           0.0067032,            0.001519,            0.001519,            0.001519
                 259,            0.045246,            0.042598,           0.0041369,             0.63222,              0.5912,             0.59322,             0.26511,            0.046953,            0.025852,           0.0064011,            0.001486,            0.001486,            0.001486
                 260,            0.043327,            0.037608,            0.004273,             0.70458,             0.60711,              0.6569,             0.27874,            0.045826,            0.025001,           0.0063858,            0.001453,            0.001453,            0.001453
                 261,            0.044996,            0.044442,           0.0045713,             0.65549,             0.65176,             0.62996,             0.27969,            0.046261,            0.024891,            0.006308,             0.00142,             0.00142,             0.00142
                 262,            0.043933,            0.043711,           0.0040896,             0.65678,             0.62324,             0.62885,             0.28541,             0.04587,            0.024965,           0.0062637,            0.001387,            0.001387,            0.001387
                 263,            0.044473,            0.039492,            0.004713,             0.62954,             0.62561,             0.62813,             0.28519,            0.047394,            0.025687,           0.0067459,            0.001354,            0.001354,            0.001354
                 264,             0.04532,            0.036135,           0.0050957,             0.64104,             0.61655,             0.62498,             0.29075,            0.045594,            0.025355,           0.0072357,            0.001321,            0.001321,            0.001321
                 265,            0.044655,            0.038072,           0.0052605,             0.65504,             0.60563,             0.61023,             0.29487,            0.045182,            0.024872,           0.0071747,            0.001288,            0.001288,            0.001288
                 266,            0.043627,            0.041736,           0.0048393,              0.6821,             0.62248,             0.62609,              0.3003,            0.045074,             0.02483,           0.0066727,            0.001255,            0.001255,            0.001255
                 267,            0.043963,            0.039489,           0.0049829,             0.79468,             0.53655,             0.62608,             0.30334,            0.045218,            0.024936,           0.0068161,            0.001222,            0.001222,            0.001222
                 268,            0.044682,            0.043677,           0.0054456,             0.60394,             0.59709,             0.60973,             0.29364,            0.046601,            0.025072,           0.0065033,            0.001189,            0.001189,            0.001189
                 269,            0.044206,             0.04217,           0.0046823,             0.76758,             0.51327,             0.60269,             0.29463,            0.046238,            0.025049,           0.0066071,            0.001156,            0.001156,            0.001156
                 270,            0.043825,            0.037336,            0.004431,             0.67944,             0.62324,             0.63158,             0.29182,            0.045708,            0.024762,           0.0068176,            0.001123,            0.001123,            0.001123
                 271,             0.04378,            0.040707,           0.0048046,             0.70121,             0.60528,             0.63959,             0.28131,            0.046417,            0.025162,           0.0073151,             0.00109,             0.00109,             0.00109
                 272,            0.041897,            0.035256,            0.003379,             0.64377,              0.6088,             0.61725,             0.27525,            0.045585,            0.025136,           0.0074326,            0.001057,            0.001057,            0.001057
                 273,            0.044442,            0.039785,           0.0046728,             0.62953,             0.62018,             0.61608,             0.27227,            0.045837,            0.025604,           0.0074371,            0.001024,            0.001024,            0.001024
                 274,            0.043027,            0.039259,           0.0048684,             0.72091,             0.55581,             0.62677,             0.27905,            0.046075,            0.025736,           0.0070999,            0.000991,            0.000991,            0.000991
                 275,            0.042661,            0.040358,           0.0048777,             0.69617,             0.56625,             0.61304,             0.28225,            0.045898,            0.026065,           0.0070801,            0.000958,            0.000958,            0.000958
                 276,            0.043791,            0.041396,           0.0054056,             0.70825,             0.56268,             0.60686,             0.25487,            0.046586,            0.026065,           0.0070084,            0.000925,            0.000925,            0.000925
                 277,            0.044183,            0.039667,            0.004713,             0.81194,             0.54577,             0.63806,              0.2845,             0.04531,            0.025997,           0.0065567,            0.000892,            0.000892,            0.000892
                 278,            0.043332,            0.040368,           0.0044346,             0.79223,             0.54507,             0.66979,             0.30827,            0.045106,            0.025678,           0.0062332,            0.000859,            0.000859,            0.000859
                 279,            0.044147,            0.037039,           0.0042914,              0.8008,              0.5536,             0.65839,             0.30662,            0.045447,            0.024537,           0.0066635,            0.000826,            0.000826,            0.000826
                 280,            0.043606,            0.041816,           0.0041618,              0.7819,             0.56268,             0.65614,             0.30125,            0.045874,            0.024479,           0.0068787,            0.000793,            0.000793,            0.000793
                 281,             0.04464,            0.039498,           0.0046359,             0.76457,             0.51303,             0.65972,             0.31166,             0.04591,            0.024511,           0.0067123,             0.00076,             0.00076,             0.00076
                 282,            0.047052,            0.042477,             0.00562,             0.71423,             0.53779,              0.6412,              0.2961,            0.045155,            0.024485,           0.0070389,            0.000727,            0.000727,            0.000727
                 283,            0.044682,            0.042111,           0.0054268,             0.52325,             0.64789,             0.59535,             0.27898,            0.045199,            0.024704,           0.0075394,            0.000694,            0.000694,            0.000694
                 284,            0.044907,            0.040054,           0.0049893,              0.7894,              0.4756,             0.58793,             0.27689,             0.04504,            0.024695,           0.0076843,            0.000661,            0.000661,            0.000661
                 285,            0.043226,            0.043092,           0.0048224,             0.69192,             0.51361,             0.59545,             0.27147,            0.045719,            0.024969,           0.0078156,            0.000628,            0.000628,            0.000628
                 286,            0.043166,            0.037674,           0.0050074,             0.64403,             0.52102,              0.5656,             0.26886,             0.04558,            0.025149,           0.0075623,            0.000595,            0.000595,            0.000595
                 287,            0.044561,            0.042248,           0.0055818,             0.69691,              0.5162,             0.60766,             0.28262,            0.045794,            0.025352,           0.0074478,            0.000562,            0.000562,            0.000562
                 288,            0.044167,            0.036789,            0.004228,             0.64954,             0.55176,              0.6088,             0.28866,            0.045403,             0.02512,           0.0074249,            0.000529,            0.000529,            0.000529
                 289,            0.044097,            0.039086,            0.005483,             0.75975,             0.53768,             0.61863,             0.29496,            0.045274,            0.024949,           0.0072556,            0.000496,            0.000496,            0.000496
                 290,            0.044672,            0.040274,           0.0042789,             0.79104,             0.53415,             0.62657,             0.29498,            0.045624,            0.024827,            0.007164,            0.000463,            0.000463,            0.000463
                 291,            0.043714,            0.041528,           0.0044557,             0.78521,             0.53328,             0.62833,              0.2848,            0.046688,            0.024882,           0.0075241,             0.00043,             0.00043,             0.00043
                 292,            0.045401,            0.045418,           0.0050352,             0.77425,             0.53063,             0.62158,             0.27577,            0.046667,            0.024998,           0.0075958,            0.000397,            0.000397,            0.000397
                 293,            0.043855,            0.041682,           0.0046794,             0.56901,             0.63608,             0.61416,             0.28071,            0.046216,            0.025033,           0.0074463,            0.000364,            0.000364,            0.000364
                 294,            0.041726,            0.038964,            0.005052,              0.6556,             0.56915,             0.60688,              0.2881,            0.045207,            0.024969,            0.007338,            0.000331,            0.000331,            0.000331
                 295,            0.045058,            0.044154,           0.0049374,             0.64984,              0.5662,             0.60884,             0.28894,            0.044941,            0.024891,           0.0071136,            0.000298,            0.000298,            0.000298
                 296,            0.044269,            0.042955,           0.0041492,             0.64176,             0.56972,             0.60719,             0.29031,            0.045003,            0.024901,           0.0069702,            0.000265,            0.000265,            0.000265
                 297,            0.044551,            0.045384,           0.0041707,             0.59699,             0.63732,             0.62185,             0.29413,            0.045255,            0.024911,           0.0067383,            0.000232,            0.000232,            0.000232
                 298,            0.045286,            0.042283,           0.0046137,             0.58578,             0.63732,             0.62171,             0.29217,            0.045695,            0.025011,           0.0066559,            0.000199,            0.000199,            0.000199
                 299,            0.043287,            0.040897,           0.0045421,             0.63335,             0.57324,             0.62516,             0.28782,            0.046025,            0.025078,           0.0066681,            0.000166,            0.000166,            0.000166
